ef1998ad51	ජාත්‍යන්තර නීතියට අනුකූල බවයි
ef199b0993	එසේ ප්‍රකාශ කළත්
ef1a1075d3	හැමෝම දන්නවා
ef1a2a3bfd	අපේ වගේ නෙවි
ef1a4826a5	එයට හේතුව ධර්ම මාර්ගය
ef1abf9da9	ජනපද පාසැල් වලට නොගොස්
ef1ae97760	එහෙත් දැන් නැකත් කමිටුවකින්
ef1bb5fe5a	මොකද එයා දැන් දන්නවා
ef1c015c72	හින්දු ආගමේ දෙව්වරුන් අතිරින්
ef1c463cba	සිංහල අවුරුද්ද මම සමරන්නේ තනියම.
ef1c70258c	කොටස් ටික
ef1c85db27	risana killed
ef1c893596	දිනෙන් දින ම දියුණු වන්නට විය.
ef1c96dad8	ඔබේ අදහස ඔබේ පැත්තෙන් හරිය
ef1cad3ad7	රොයිල් සරදියෙල් කොල්ලනේ.
ef1cd9b56f	ඒ සම්බන්ධයෙන් විනය පරීක්ෂණයක් පැවැත්වීම
ef1d758623	ඔබ තවත් සිය වරක්
ef1d803b1b	infolanka news
ef1d883aed	එදත් අදත් කවදත්
ef1e5d0c8d	ටිකක් එහාට ගිය එකක්.
ef1e81117a	මේ වන විට යෝගියාගේ සිතෙහි
ef1ec4b4f7	ඔවුන් කර ඇති අකුසල් බලවත් ය.
ef1f2237e5	ඕන උනාම බලන්නෙ
ef1f3c05ff	ebooks for surface
ef1f41a3ff	බලහත්කාරයෙන් මුදවාගෙන පලා ගිය බවට ඔහුට චෝදනා එල්ල වුණා
ef1f68dc27	එදා අපේ අයට තේරුනෙත් නෑ
ef1fc66348	එයාගෙ රෙකොර්ඩ් ඔක්කොම
ef200ccb71	යාලුවෝ හැමෝටම ස්තුතියි
ef201c33a7	අවවාදය ලෙස සඳහන් වන අවස්ථාව.
ef20aa758b	සුභපැතුම් වලට අනුව
ef21147049	ඇගේ උත්සාහය මෙම සිදුවීම් සමාජය තුළ කතාබහකට ගෙන ඒම වුව ද
ef21309beb	සුදුසු ආත්මයක සිටියහොත් පමණි.
ef2168cf82	තමයි මම ඉපදුණේ.
ef22cdb2b8	එනම් වර්ෂ 1890 දී
ef23672d7e	බ්‍රහ්මචාරී පැවැත්මේ ගුණ සමුදාය යි.
ef236dd758	ඇය පොලිසියට ලබා දුන් කට උත්තරයේ
ef2371255a	එහි වූ තියුණු එළිය
ef237f90b7	ඒත් සිංහල සබ් එක
ef242af884	හතර දෙබාන තීරණය කලානේ
ef24ade62c	නුඹලා උපේක්ෂාවෙන් දරා ගත්තා.
ef24b218a5	පුද්ගලයාගේ
ef25294e01	හැම දෙනාම දැක්ක
ef2612546b	ඊට සමගාමීව විශාල ආදායමක් උපයාගනී.
ef26a1790d	ඒක දැකලා
ef26adc1fb	පුරන් වූ කෙතකට
ef275aa9ad	කෙනෙකු තමාවම යළි අලුතින් සොයා ගැනීමේ මෝස්තරය
ef278b0a2c	තාමත් ඉන්ටර්නෙට් නැත්තෙකුට නම්
ef27aefa43	දේශීය ව්‍යාපාරිකයොත්
ef27b192da	විනාඩික් විතර ගියාට පසුව තමයි
ef27cb96f2	බලපාන හේතු සාධකයන් කොතෙකුත් ඇත.
ef27d4f093	තියේ නම් ලබා දෙන්න.
ef291ce69a	අරූට දුවව දුන්නේ
ef295e3eff	කොටස් පුරාවට
ef2964d3a6	මෙසේ සිදුව ඇති බව පර්යේෂකයෝ පවසති
ef299e0387	පින්කොට පින්දීම ලෙස දක්වා තිබෙනවා.
ef2a8eb269	ඒත් ඒකට
ef2a97d9b2	උරදෙන බවට ඔහු සඳහන් කරයි
ef2ab1d9ec	එය සැකසී ඇත්තේ
ef2b6fc79c	එයා කිව්වා භාග්‍යා
ef2ba94942	දුවනවා දකිනවා
ef2bc0abfc	ආදර සබඳතා ඇති වෙන්න පුළුවන්.
ef2c2e7e48	මේවා නම් කොහොමත් බලනවා!
ef2c414581	හැබැයි එහෙම කියල
ef2cb763d3	සිත මෙහෙය නොවීමයි.
ef2d04d5fa	ඒ පුද්ගලයා ගැන දැනගන්න අවශ්‍ය නිසා.
ef2d56ebd7	ඔය අයියා මල්ලී කෑලි ගිහින්
ef2e977a32	ඒ කර්මය මෙසේ මෙනෙහි කළ යුතුය.
ef2ec80646	බොහොම ස්තුතියි
ef2ecec1de	බුද්ධ ප්‍රතිමාව නිර්මාණය කිරීම
ef2eed7f18	කෝවිල් පල්ලි හදලා කීවා
ef2f0af691	attanagalla
ef2f372720	අනිත් එක උඹ කියන විදියට
ef2f5248dd	අනතුරුව පත්වූ සිරිමා බණ්ඩාරනායක මැතිනියගේ රජයේ කෘෂිකර්ම ඉඩම්
ef2f76e139	ආරක්ෂාකාරී බව දැන් වටහාගෙන ඇති සේය.
ef2ff6e363	එවැනි නැටුම් හා ගැයුම්වලින් සිදුවන්නේ
ef302c9f40	හරකගේ කෝෂ තලනවනේ
ef3082ecb8	බස් මගියාටත් පරිපාලන ආයතනයටත් වාසිදායක වෙනවා.
ef313c675a	hindi video song mp4
ef3221b986	අපරාධ මඩින්න පුළුවන් කමක් නෑ.
ef32380449	අහන්න ඕනෑ.
ef323f9251	අපද්‍රව්‍ය ඉවත් කරන බවුසරයක්‌ ද යොදාගෙන
ef326fd42d	මහා කාය ශක්තියක්
ef32b32525	අග්‍රවන්නේ ධර්ම දානයයි.
ef333eed9f	අපි ගුවන් තොටුපොළින් බහිද්දී
ef3450e10b	මක්කම වැනි ස්ථානයක් බව
ef34616fa9	ප්‍රේත ලෝකාදියෙහි
ef34decec5	අදත් අපි ම්ලේච්චයෝ වගේ තමයි
ef35953dec	අවසාන මොහොතේ ශූරයා පැමිනෙන තෙක්
ef35986745	බුදු හිමි උගන්වා වදාළ
ef35d8538f	හැබැයි මම කැමති
ef360f0b53	පොඩ්ඩක් පරක්කු වුනේ.
ef36263492	එහි එකම අරමුණ
ef364f2e4e	ස්කන්ධ කියල.
ef365c9003	උඹටත් හාමිනෙයි පැටියයි ලඟ හිටියනං එහෙම නොහිතෙයිද?
ef36a208fd	තිස්‌ස පාර්ලිමේන්තු මන්ත්‍රීවරුන්ට
ef36ae031a	එතකොට උඩත් නූල නැත්නම්
ef36f5dff8	ඔය කතාව නම්
ef377621c4	මෙම ඇතුලේ පෙරහර
ef37fdffb8	ඇතිවන සංග්‍රාමය යි.
ef380439bf	පැකිලෙන්න එපා.
ef38962a4d	අද ශ්‍රී ලංකාවේ දෙශපාලනික භූමිකාව තුළ
ef38f9b8c4	මෙම ඓතිහාසික අවස්ථාවේ දී
ef38fa953c	මීයනට බියක් ඇතිව සිටි ළමයකුට
ef3933eac3	මේක අනර්ග චිත්‍රපටයක් බවට විවාදයක් නෑ
ef39ed3c7d	ගිනිකූරක් සොයලා
ef3a19edbc	අවංකකමත් සත්‍යයත් දිළිසෙන්න වුනා
ef3a606706	සිතට මහත් සහනයක් ගෙනදෙන බව පෙනී යයි.
ef3a98c8b4	එතුමන් ඉතා දැහැමි පාලනයක් ගෙනගිය බව
ef3ab3db79	අකුරැටියේ නන්ද නා හිමි කරුණු පැහැදිලි කළහ.
ef3ac2aaaf	චැනල් ෆෝ රූපවාහිනි නාලිකාව
ef3af3c7ea	එහි සිටි වැසියෝ විවිධ ජාවාරම් සඳහා
ef3afdf636	පෙලෙන්නෙක් නම් කරුණාකර
ef3b2ca9a8	මෙම ප්‍රතික්‍ෂේප කිරීම තුළින් පැහැදිලි වන්නේ
ef3b350ec5	යුවතියක් විවාහ වුණාම
ef3b839b18	ඇතැම් විද්වතුන්ගේ අවධානයට යොමුවී ඇත.
ef3b968f75	ග්‍රාමීය සංවර්ධනය සඳහා
ef3b98fae5	මොකද අපි කවුරුත් පරිපූර්ණ මිනිසුන් නෙමෙයි.
ef3c3c3dff	බස්නායක නිල නිවසෙහි පැවැත්වෙන
ef3d0721c4	එතන තියෙන්නේ කියල.
ef3ede0b7f	ඔබට මෙම මාසය පුරාවට
ef3f22d3d4	අපි බුදුරජාණන් වහන්සේ කෙරෙහි ශ්‍රද්ධාව ඇති කරගන්න
ef3f4dc725	ඒත් මුන් දන්නේ නෑ
ef3fa39b7a	house plans
ef3fb303d6	වස්තුවක් නිර්ලෝභීව පරහට දීම
ef3ffb721a	ඔබ හැමවිටම පෙරමුණ
ef400af804	අදිටන් කර ගනිමු.
ef4021a50b	අප කවුරුත් දන්නා භාෂාවෙන් කිවහොත්
ef40c3cc00	දේශපාලනයේ නිර්මාණශීලී විප්ලවවාදියා බිහිකිරීමට
ef40cb27c6	ඔහුව පත්කරවීමේ මහා පින්කමට දායක වන්න.
ef414fd97e	එය බටහිරින් ආ නිසා නොවේ
ef416982bd	එතැන් පටන් ආ ගමන
ef419e9015	උන්වහන්සේව විනාශ කොට
ef42a2eb38	සිතට සතුටක් ගෙන දෙන
ef42e1bf9a	පසක් වන්නේ ගීත ස්වරයට නගා
ef43392197	ආඩම්බර කමක් මහමෙව්නාවෙන් සිල් ගැනීම ගැන.
ef43dc693c	රටවල් අතර සැගව තියෙන යුධ උණුසුම
ef4474301b	ඔය ක්‍රමය අනිත් පළාත්වල
ef4588f5f0	දරුවෙකුගේ අංග ලක්ෂණ වෙනස් නොවන බවයි
ef4655cc65	වෙනයම් කෙනෙකුට
ef46713eb0	මේ දුවට ඉගැන්නුවේ.
ef472d8372	ගැරහුමට ලක්වීම විතරයි.
ef4849c87c	තියෙන කන්න දෙකටත්
ef485489f8	හැම තැනම හෙවනැල්ල අයින් කරන්න මතක් වුණත්
ef4868e746	හැම ත්‍රස්තවාදියෙකු තුලම
ef487bfb1f	එනිසා එහි එල්ලී සිටිමින්
ef49213b5f	මෙහෙ එනවා.
ef4965577e	මේක හදල තියෙන්නෙ
ef4986b676	මිනිහෙක්ට කවියක් හැටියට ගොඩනඟා ගන්න පුළුවන්.
ef49b86cc7	රංගන ශිල්පිනියන්ට ලැබෙන මුදල අඩු නිසා
ef49fd51d1	එබැවින් නිසි වයසට පත් වූ විට
ef4a0dbc40	මූලික අධ්‍යාපනය සඳහා
ef4a88cb75	රණවිරුවෝ ජීවිත පරිත්‍යාගයෙන් රට බේරා ගත්තේ
ef4a9560f2	අධිකරණ බලය අපක්ෂපාතීව අභ්‍යාස කිරීම
ef4afe0c89	මෙවැනි අවස්ථා වලදී
ef4bb3761a	උඹ ඉතින් සබ් එකක් දැම්මොත්
ef4c1fefbd	එය රූපදාන කොටසට අයත් වෙනවා.
ef4c3001a7	මෙහෙම කියන්න පුළුවන්
ef4c8e68bf	හාමුදුරුවො බණේදිම උපදෙස් දුන්නා
ef4cf4da23	එසේ මෙසේ ආසාවල් නෙමේ තියෙන්නේ
ef4cfcfd6d	විශාල අපරාධයන්ට ද මෙයම හේතු වේ.
ef4d2aeccf	සෑම්ට පුළුවන් වෙනවද
ef4ddfb96e	කිරිඳිඔය දක්වා ගෙන යනු ඇත.
ef4de7ba3e	මෙම ප්‍රවෘත්ති සාකච්ඡාව සඳහා දූෂණ විරෝධී සන්ධානයේ නිලධාරීහු පිරිසක්‌ ද එක්‌ව සිටියහ.
ef4e10a9b9	ඒව අධිකාරීමය ස්වභාවයකින්
ef4e66fd8e	එක පාරටම හිතට එන්නෙ කොහොමද?
ef4e693472	අශ්වයන් බලන්න යමු.
ef4e6ed04d	චූටි කැට කිරිල්ලියෙකුත්
ef4e6ed246	එහෙත් ඒ තීරණය ක්‍රියාත්මක අදියරට ගෙන එන්නට
ef4f84611a	බැලුවෙ මේ ලිපිය අද දාලද කියලයි
ef4fbdef99	පාවිච්චි කරනවා අසභ්‍ය වචන ඇරෙන්න.
ef4fda40f1	එසේ වුවත් කී වෙනි වසරද
ef4fea1e47	ඒවා ඔප්පු කරලා පෙන්නනවා වගේ ම
ef4feb744f	ඒක ‍හොඳම එක
ef5057fbab	ඔබේ ඒ කමෙන්ටුවේ
ef509ee0d6	එම අවරෝධිත දෑ යම් විටෙක
ef51a6800d	මෛත්‍රියේ භාවිතය භාවනාවටත් වඩා
ef52e3506e	එදා ප්‍රේමය නිසා හදවතෙහි ඇතිවූ කැලතීම
ef52e71de4	මැතිවරණයට ඉදිරිපත් වීම
ef533703b1	බුදුරජාණන් වහන්සේගේ තුන්වන ලංකා ගමනයේදි
ef53925f3e	පොලිය අඩු කිරීමෙන් අහිමි කර ඇත
ef53e4dbbc	අනිත්‍යය කීමෙහි අරුත
ef543189b4	ඡන්දය අරගෙන දෙන්න
ef54c47cf8	එහෙම අහන්න බැරි මොකද
ef5500140c	විනිශ්චය කරන්න.
ef550b1c43	සිය පෙම්වතා හෝ පෙම්වතිය සමඟ
ef55f2dce7	හුගක් අය නොසලකා හරිනවත් එක්කයි.
ef560d0396	අංකය සටහන් කරගෙන තිබිණි.
ef5636c172	දියුණුයි කියලා.
ef570556f1	ලොකු උදව්වක් .
ef5786ed8c	ඒ ක්‍රමයෙන් විසඳුම් ලැබූ කෙනෙක්
ef5798ccbe	ඉඳලා හම්බ වුණා වගේ හැඟීමක්.
ef57ecb032	සාකච්චාවට ගියා අමතකද?
ef5810df7d	එසේ පසුකර ගිය
ef5816e664	කැරිබියන් ප්‍රදේශවල උදවියට
ef58279f68	එහි එක් රූප රාමුවක කිසියම් විකෘතියක්
ef5882f4d4	හැමෝම දැනගෙන උන්නා
ef58b2deb5	අයිතිවාසිකමක් වෙත මිලක් නියම කළ හැක්කේ
ef58c3e28b	එයින් අටළොස් ධාතුන් පිළිබඳව
ef59939688	බලන්න කිව්ව.
ef59b89a86	නීති මෙන්ම ආචාරධර්ම පද්ධතියක්ද අවශ්‍යය.
ef59d4367d	තරඟ වල පැත්තකටවත්
ef5a3100e8	ප්‍රධාන සමුරායි වරයා වන
ef5b0563ad	ගැටළු විසඳගන්න ගිහිල්ලා
ef5b36a044	එහි එන නෑ යකුන් නැටීම
ef5b5ab4db	රත්නායක මහතා විසින් මෙම පත්වීම සිදුකොට ඇත.
ef5ba1c536	air lanka cargo loding
ef5bfc7ed1	ඔවුන් පෙර නොසිටි
ef5c83f42b	හිටපු මහ ඇමති
ef5d08995f	hindi films
ef5d4ff5d2	එකක් මොහඳුර දුරු කරන
ef5da60d43	නැගෙනහිරට ගිහින් බලන්න
ef5ece0649	ටිකක් බලා හිටුකෝ වෙන දේ
ef5f309e4b	කවුරු කවුරුත් උනන්දු විය යුතුය.
ef5f5ef5da	ආගම පැත්තකින් තියමු
ef5f76f31c	සාමකාමීව සාකච්ඡා මාර්ගයෙන් විසඳා ගත නොහැකි නම්,
ef5f963c17	එනමුත් මිනිසා ජලයෙහි
ef6004eb71	කෝච්චිය ඈතට නොපෙනී යද්දී
ef601a4bfc	ආපහු අරගෙන ගිහිල්ලා.
ef603da663	ඔය උම්මා දෙන ඇන්ටිලා නම්
ef6081fd7e	මේවා හුදු ප්‍රකාශ පමණක් වීම
ef612457ca	අනිවාර්යයෙන්ම වඩා දියුණු තාක්ෂණයක් තිබෙන රටවල්
ef637704a4	මරදානේදී මඟීන් දෙන්නකුට ගහලා
ef63a007a1	ඇගේ තිබුණු දක්ෂතාවය කීවොත් නිවැරදියි.
ef63fbe074	ඇයත් ඔහු කියන දේ අහල
ef64b98f1e	ඉඩ ලද විටෙක කමෙන්ට් පබ්ලිශ් කිරිම
ef65d789d7	සිව් දෙනාගේම උරයේ ගමන්මලු
ef65eb01f6	නමුත් අත්දැකීම් ඇසුරෙන් ලියූ පමණින්
ef65f7398c	සංඛ්‍යාව මෙන් තුන් ගුණයකින් වැඩිය.
ef661a66a4	දිව්‍ය සැපයෙන් දිව්‍ය ශරීරයෙන් බබලනවා
ef66a68c31	මේවට උත්තර දෙන්න අද මොකෙක්වත් නැ
ef66efaeb7	ඇයි පුතාගෙ මුහුණ නොබලම නික්මෙන්නෙ නැත්තෙ?
ef67b3bf0c	දේවල් මේ දේශපාලනය තුළ වැළඳගන්නවා
ef680f0bf8	අවස්‌ථා උදා වෙයි.
ef685b1de6	හොඳම සින්දු එකතු කරලා
ef6870dbef	හැම ආගමකින් ම කෙරෙන්නේ
ef68bd7ff7	සැළකිය හැකි ය
ef68dfcee5	බස් රථවල ගමන් කිරීමට නියම කල යුතුයි.
ef69236ba7	එහෙත් ඒ පහරදීම
ef69d80972	මේ ලෝකයෙහි ලෝක ප්‍රජාව අතර
ef69ff9e32	පාලි භාෂාවෙන් උපත ලද සාහිත්‍යයත්,
ef6b068a05	මොනතරම් දේවල් ලැබුනත්
ef6b1a7f7f	ඇයි ඔයා දන්නෙ නැද්ද ඉරිදා රෑ
ef6b4808e5	ඒ කපපු ගහ නැත්තං වැල
ef6b86cef1	විශ්වවිද්‍යාලය ඉතාම හොඳ තෝරාගැනීමක්
ef6bb282a0	දෙමාපියන්ට දරුවා කෙරෙහි ආදරයක් ඇතිවෙනවා
ef6bf779ea	ආයෙ මොන එකකටද පැනල යනකං
ef6c04f2b8	ප්‍රායෝගිකව ක්‍රියාත්මක කරන්න බෑ
ef6c5001dd	අනාගතයේදී රටට වැඩදායී පුරවැසියකු වී
ef6c838267	සැබෑ කොටම දූෂණයක් නොවන
ef6d028ba4	පෙර කාලයේ
ef6d6963f2	මහා කරුණාවෙන් පිරි උතුමෝ
ef6db0cf33	උපතේ ගුරු බලවත් අය
ef6dddeaf5	චංගුමී යැයි සමීක්ෂණවලින් හෙළි වී ඇත.
ef6ddee3ee	ධ්‍යාන වශයෙන් දැක්වෙනවා.
ef6e00e057	මෙදින අලුයම
ef6e54b3da	මෙතෙක් දිනක් රැකියා පිළිබඳව පැවති කරදර ඉවත් වෙයි.
ef6ead7c63	හඳුනා ගැනීම වැදගත් වෙයි.
ef6ed9fa24	කන්නට දෙයක් නැත
ef6ef7df29	ඝාතකයින්ගේ එක්සත් මණ්ඩලයේ පුහුණු උණු කෙනෙක්.
ef6f32a6c6	මිහිඳු සමිඳුන් දෙසූ ඉගැන්වීම් පිහිටවෙයි.
ef6f3d95c9	උප්පත්තියෙන්ම මම හොඳයි කියලා මවාගෙන ජීවත්වෙන
ef6f5fb4da	මගේ ආදරණීය සහෝදරයා තමයි.
ef6f91b520	අවස්ථාවක් ගෙනදිය හැකි දවසකි.
ef7034228e	උබල මෙච්චරකල් මුන්ට අනුකම්පා කලා නේද
ef7041c1cb	ඒකෙ ඇතුළෙ තියෙන දේවල්
ef704f9142	ඔබගේ කරුණට අනුව
ef71862702	ඉතින් රජකම මුණුපුරාට දීල පොරගේ ආරක්ෂාවට දැම්මලු පරංගි ටික.
ef72717365	එතකොට බණ්ඩාරනායක මහත්තය මොකද්ද දන්නවද කිවුවේ?
ef72e87c2a	එල එල ක්‍රිස්ටි සහෝ
ef730e81de	නමුත් ඒ මවගේ ආත්මය
ef739e6564	බොහොම උතුම් වැඩක්.
ef73a3e47b	විකාශය වූ බව අපි දනිමු.
ef742e720a	අග තනතුරු ලැබුවත්
ef7431ca30	අම්මලා තාත්තලා හොයලා බලන්න ඕනෑ
ef7476d889	තව කීප දෙනෙක් පුරෝගාමී උණා.
ef7528e3c4	උද්ගත වු තත්ත්වය මත
ef754b0e73	වැඩ වාසය කරන්න
ef758b02ae	ඉතින් මේ වගේ ලෙඩකට දෙන්න
ef76d82c1c	ඉහත සඳහන් ප්‍රකාශය කළේ රජු ගේ සිත සැනසීමත්,
ef774c738c	සිංහලයෝ වන අපිට නම්
ef77666ce0	එනම් දීර්ඝ කාලයක සිට
ef77d96429	sirasa sapna
ef77f2424c	ලස්සනම ලස්සන තෙළිගු චිත්‍රපටියක්
ef787e85bf	මේවා විද්‍යාගාර තුල පෙලගසා පාලනය කරන හැටි සොයාගෙන ඇත.
ef796e57ad	කටයුතු කරන මෙන් ඉල්ලා සිටිනවා
ef79aece75	හද තියෙන දවසට සමරනවා
ef79b0b21a	රතුපස්වල ජල ප්‍රශ්නය ගැන
ef79fdb9ab	ආරක්‍ෂිත කුටිවල තැන්පත් කර ඇත.
ef7a0b30e6	අපයෝජනයට ලක්වෙන බව සත්‍යයකි.
ef7a1adb0e	මෙයින් සතියක් ඉකුත් වෙද්දී
ef7a3b4596	අපි ටික වේලාවක් එහි සිටියදී
ef7a87cc30	බුදුරජාණන් වහන්සේත්, ආනන්ද හාමුදුරුවනුත් එකතු වී
ef7aacf138	දේවතා සංයුත්තයේ නොයෙක් අප්‍රකට දෙවිවරුන් ගැනත්
ef7ab2236d	බර වැඩි ගමන්මළු ආදිය ඇතොත්
ef7ab62466	එක ළඟ විභාග අංක තියෙන
ef7b116afd	රජුගේ අණ ක්‍රියාත්මක කිරීම සම්බන්ධයෙන්
ef7bd21caa	ඔන්න ආයේ කියෙව්වේ නෑ.
ef7d0d916c	ගල් කණු කීපයක් පමණක් අදත් දක්නට තිබේ.
ef7d181a36	උපාධිධාරී ගුරුවරයෙකු බිහි කිරීමට
ef7d98e192	බුදුසිරිතේ තවත් සුවිශේෂ නායකත්ව ලක්‍ෂණයක් නම්
ef7dc840cb	මැෂින් එක කඩන්න හදනවා
ef7e42c567	ඒක නිසා වෙන්න ඕනි කියල හිතල
ef7e9d4070	එය නොවිණි නම්,
ef7ea89a95	එහෙත් අනාවරණය නොවූ උමං
ef7f1c5345	එම දුකින් මිදී උතුම් වූ
ef7f1d7e19	අයහපත් ක්‍රියා කිරීම මඟින්
ef7f4fe5ec	පොර අවුරුදු පහලොවක් පොල් ගෑවද කියලා.
ef7fa6a935	කටකතා සහ ඕපාදුප විතරයි.
ef80077fc3	යෑමට අද සිදු වී ඇත.
ef808c829e	තිරිකුණාමලයේ ආනන්ද හිමියන්
ef80cfd512	බුදු දහමේ හරය ප්‍රශ්න කිරීම මිස
ef810f5d62	මටත් ඔය වැඩේ කීප සැරයක්ම වෙලා තියෙනවා
ef81bd05d6	ආදරය ඉල්ලා සිටින බව
ef81f9d41d	ඉපිද මැරෙන මැරී ඉපදෙමින්
ef8207a043	පර්වත කඳුවල විසීම හොඳයි.
ef823bb212	traktorji case
ef82521e0b	කියන්න කැමතියි
ef8277b349	පසේබුදුවරයන් වහන්සේ නමක් පහළ වූ දවසකයි
ef82de83a7	බුදුරජාණන් වහන්සේ සැවැත් නුවර වාසය කරන කාලයේ
ef831d706b	අහන්න ලැබෙන්නෙ නැහැ.
ef849c4b35	තව හේතුවක්.
ef84a17238	ඉතින් චිත්‍රපටියේ කතාව විස්තර කරනවට වඩා
ef84e4fdca	sri lanka tour package from singapore
ef8553cc23	න්තර්ජාලය අවශ්‍යයි
ef85817b09	එයා තමන්ගේ නම සඳහන් කරමින්
ef862af391	මහා කස්සප තෙරුන් වහන්සේ නොවැ.
ef86852ba3	උපයාගන්න ඕනෙ දෙයක්.
ef86d50778	වතපිළිවෙතින් සරු
ef8741910e	වී නැමැති එෆ් එම් චැනල් එක.
ef881621a7	සියොතුන්ට එනු පිණිස මුල් කාව්‍ය සංග්‍රහය
ef88348902	මුද්දර බදු වලට යටත් වෙනවා.
ef889896b5	ආණ්‌ඩු පෙරළන ආකාරය පිළිබඳ
ef88b0f85a	ඒකත් මුහුද පැත්තටම සීමා වෙච්චි
ef896dabfe	flash player for windows phone
ef8a03b1c6	ඔබට තේරුනාද
